Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Relacion entre lugar de nacimiento y residencia;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;07 Castilla y León;09 Burgos;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;45.905
Total Nacional;07 Castilla y León;09 Burgos;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;46.453
Total Nacional;07 Castilla y León;09 Burgos;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;46.888
Total Nacional;07 Castilla y León;09 Burgos;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;46.005
Total Nacional;07 Castilla y León;09 Burgos;En el extranjero;Todas las edades;Total;1 de enero de 2022;39.515
Total Nacional;07 Castilla y León;09 Burgos;En el extranjero;Todas las edades;Total;1 de enero de 2018;33.255
Total Nacional;07 Castilla y León;09 Burgos;En el extranjero;Todas las edades;Total;1 de enero de 2014;34.905
Total Nacional;07 Castilla y León;09 Burgos;En el extranjero;Todas las edades;Total;1 de enero de 2010;37.691
Total Nacional;07 Castilla y León;09 Burgos;En el extranjero;Todas las edades;Total;1 de enero de 2006;23.686
Total Nacional;11 Extremadura;10 Cáceres;En España;Todas las edades;Total;1 de enero de 2022;367.438
Total Nacional;11 Extremadura;10 Cáceres;En España;Todas las edades;Total;1 de enero de 2018;377.950
Total Nacional;11 Extremadura;10 Cáceres;En España;Todas las edades;Total;1 de enero de 2014;389.346
Total Nacional;11 Extremadura;10 Cáceres;En España;Todas las edades;Total;1 de enero de 2010;396.111
Total Nacional;11 Extremadura;10 Cáceres;En España;Todas las edades;Total;1 de enero de 2006;396.649
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;309.062
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;320.647
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;331.083
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;338.770
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;342.317
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;10.803
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;10.420
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;10.231
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;10.046
Total Nacional;11 Extremadura;10 Cáceres;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;9.373
Total Nacional;11 Extremadura;10 Cáceres;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;47.573
Total Nacional;11 Extremadura;10 Cáceres;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;46.883
Total Nacional;11 Extremadura;10 Cáceres;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;48.032
Total Nacional;11 Extremadura;10 Cáceres;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;47.295
Total Nacional;11 Extremadura;10 Cáceres;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;44.959
Total Nacional;11 Extremadura;10 Cáceres;En el extranjero;Todas las edades;Total;1 de enero de 2022;20.367
Total Nacional;11 Extremadura;10 Cáceres;En el extranjero;Todas las edades;Total;1 de enero de 2018;18.537
Total Nacional;11 Extremadura;10 Cáceres;En el extranjero;Todas las edades;Total;1 de enero de 2014;19.357
Total Nacional;11 Extremadura;10 Cáceres;En el extranjero;Todas las edades;Total;1 de enero de 2010;18.972
Total Nacional;11 Extremadura;10 Cáceres;En el extranjero;Todas las edades;Total;1 de enero de 2006;16.250
Total Nacional;01 Andalucía;11 Cádiz;En España;Todas las edades;Total;1 de enero de 2022;1.171.486
Total Nacional;01 Andalucía;11 Cádiz;En España;Todas las edades;Total;1 de enero de 2018;1.175.851
Total Nacional;01 Andalucía;11 Cádiz;En España;Todas las edades;Total;1 de enero de 2014;1.179.727
Total Nacional;01 Andalucía;11 Cádiz;En España;Todas las edades;Total;1 de enero de 2010;1.173.996
Total Nacional;01 Andalucía;11 Cádiz;En España;Todas las edades;Total;1 de enero de 2006;1.148.317
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.027.666
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.035.412
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.038.335
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.031.064
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.007.088
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;68.594
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;67.729
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;68.331
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;69.459
Total Nacional;01 Andalucía;11 Cádiz;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;70.121
Total Nacional;01 Andalucía;11 Cádiz;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;75.226
Total Nacional;01 Andalucía;11 Cádiz;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;72.710
Total Nacional;01 Andalucía;11 Cádiz;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;73.061
Total Nacional;01 Andalucía;11 Cádiz;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;73.473
Total Nacional;01 Andalucía;11 Cádiz;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;71.108
Total Nacional;01 Andalucía;11 Cádiz;En el extranjero;Todas las edades;Total;1 de enero de 2022;75.295
Total Nacional;01 Andalucía;11 Cádiz;En el extranjero;Todas las edades;Total;1 de enero de 2018;62.863
Total Nacional;01 Andalucía;11 Cádiz;En el extranjero;Todas las edades;Total;1 de enero de 2014;60.448
Total Nacional;01 Andalucía;11 Cádiz;En el extranjero;Todas las edades;Total;1 de enero de 2010;62.743
Total Nacional;01 Andalucía;11 Cádiz;En el extranjero;Todas las edades;Total;1 de enero de 2006;45.745
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En España;Todas las edades;Total;1 de enero de 2022;488.997
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En España;Todas las edades;Total;1 de enero de 2018;489.146
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En España;Todas las edades;Total;1 de enero de 2014;491.589
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En España;Todas las edades;Total;1 de enero de 2010;491.253
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En España;Todas las edades;Total;1 de enero de 2006;478.329
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;362.386
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;363.553
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;361.951
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;357.000
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;345.855
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;28.539
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;26.924
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;27.308
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;27.298
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;25.114
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;98.072
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;98.669
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;102.330
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;106.955
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;107.360
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En el extranjero;Todas las edades;Total;1 de enero de 2022;101.619
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En el extranjero;Todas las edades;Total;1 de enero de 2018;87.752
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En el extranjero;Todas las edades;Total;1 de enero de 2014;95.919
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En el extranjero;Todas las edades;Total;1 de enero de 2010;113.021
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;En el extranjero;Todas las edades;Total;1 de enero de 2006;81.432
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En España;Todas las edades;Total;1 de enero de 2022;452.910
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En España;Todas las edades;Total;1 de enero de 2018;465.512
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En España;Todas las edades;Total;1 de enero de 2014;478.378
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En España;Todas las edades;Total;1 de enero de 2010;482.878
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En España;Todas las edades;Total;1 de enero de 2006;477.675
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;391.963
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;404.330
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;415.036
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;419.418
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;418.533
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;8.742
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;8.742
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;8.824
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;8.692
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;8.262
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;52.205
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;52.440
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;54.518
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;54.768
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;50.880
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En el extranjero;Todas las edades;Total;1 de enero de 2022;37.896
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En el extranjero;Todas las edades;Total;1 de enero de 2018;33.588
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En el extranjero;Todas las edades;Total;1 de enero de 2014;41.235
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En el extranjero;Todas las edades;Total;1 de enero de 2010;46.575
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;En el extranjero;Todas las edades;Total;1 de enero de 2006;29.189
Total Nacional;01 Andalucía;14 Córdoba;En España;Todas las edades;Total;1 de enero de 2022;740.856
Total Nacional;01 Andalucía;14 Córdoba;En España;Todas las edades;Total;1 de enero de 2018;756.007
Total Nacional;01 Andalucía;14 Córdoba;En España;Todas las edades;Total;1 de enero de 2014;768.499
Total Nacional;01 Andalucía;14 Córdoba;En España;Todas las edades;Total;1 de enero de 2010;774.465
Total Nacional;01 Andalucía;14 Córdoba;En España;Todas las edades;Total;1 de enero de 2006;768.080
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;659.701
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;673.629
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;684.784
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;689.311
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;684.661
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;39.766
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;41.022
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;41.802
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;42.585
Total Nacional;01 Andalucía;14 Córdoba;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;42.907
Total Nacional;01 Andalucía;14 Córdoba;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;41.389
Total Nacional;01 Andalucía;14 Córdoba;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;41.356
Total Nacional;01 Andalucía;14 Córdoba;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;41.913
Total Nacional;01 Andalucía;14 Córdoba;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;42.569
Total Nacional;01 Andalucía;14 Córdoba;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;40.512
Total Nacional;01 Andalucía;14 Córdoba;En el extranjero;Todas las edades;Total;1 de enero de 2022;31.608
Total Nacional;01 Andalucía;14 Córdoba;En el extranjero;Todas las edades;Total;1 de enero de 2018;29.233
Total Nacional;01 Andalucía;14 Córdoba;En el extranjero;Todas las edades;Total;1 de enero de 2014;30.903
Total Nacional;01 Andalucía;14 Córdoba;En el extranjero;Todas las edades;Total;1 de enero de 2010;30.643
Total Nacional;01 Andalucía;14 Córdoba;En el extranjero;Todas las edades;Total;1 de enero de 2006;20.207
Total Nacional;12 Galicia;15 Coruña, A;En España;Todas las edades;Total;1 de enero de 2022;1.011.416
Total Nacional;12 Galicia;15 Coruña, A;En España;Todas las edades;Total;1 de enero de 2018;1.029.916
Total Nacional;12 Galicia;15 Coruña, A;En España;Todas las edades;Total;1 de enero de 2014;1.048.427
Total Nacional;12 Galicia;15 Coruña, A;En España;Todas las edades;Total;1 de enero de 2010;1.063.992
Total Nacional;12 Galicia;15 Coruña, A;En España;Todas las edades;Total;1 de enero de 2006;1.065.905
